review_title,hotel_name,avg_rating,nationality,rating,review_text,tags
Very good,Hotel Biskajer Adults Only,8.3,Belgium,8.3,There are no comments available for this review,['Leisure trip~Couple~Budget Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,La Fête au Palais,8.9,Portugal,10.0,"Everything was Perfect. The owner/staff delivered extravagant  service at helping us with everything we need during the stay.
Beautiful View from the room, possibility to dine in the room. Everything was on point in relation quality/price.",['Leisure trip~Couple~Deluxe Double or Twin Room with River View~Stayed 1 night~Submitted via mobile']
Exceptional,Hygge Hotel,8.6,Belgium,10.0,There are no comments available for this review,['Leisure trip~Couple~Cozy Twin Room~Stayed 2 nights~Submitted via mobile']
Great overnight stay,Novotel Charleroi Centre,8.4,Romania,9.0,"- there are different elevators for specific levels and rooms; it's a pretty long walk from outside to the room, but it's not necessarily a bad thing.
- the bathroom sink is inside the room, the configuration is very 'modern' and some slippers would have been great. ,

- Very large room, clean and modern;
- comfortable bed and pillows, with backup blanket if needed;
- fast wifi and large range of TV channels.
- friendly staff who were willing to help you with any request;",['Leisure trip~Solo traveller~Superior Double Room~Stayed 1 night~Submitted via mobile']
Very good,Renaissance Brussels Hotel,8.2,Austria,8.0,"Warm water supply.,

The location, value for money, exceptionally friendly and helpful staff, impeccable wifi.","['Business trip~Solo traveller~Deluxe Room', ' Guest room', ' 1 Queen~Stayed 2 nights~Submitted via mobile']"
Pleasant,St Christopher's Inn Hostel at The Bauhaus,8.1,Russia,6.7,Vibrant place for backpackers and younth.,['Leisure trip~Solo traveller~Bed in 6-Bed Female Dormitory Room~Stayed 1 night~Submitted via mobile']
Dreamy stay in fairytale Brugge,B&B De Bornedrager,9.5,United Kingdom,10.0,"The decor was perfectly cosy but also contemporary and clean. Kathleen was amazing, so friendly and helpful! The facilities were gorgeous and the perfect place the relax, particularly the lounge area. We'd definitley return!",['Leisure trip~Couple~Suite~Stayed 1 night~Submitted via mobile']
Its a decent hotel with all facilities nearby.,Hotel Midi-Zuid,7.0,United Arab Emirates,7.5,"The lift needs serious replacement.,

Rooms and bathroom are very spacious.",['Leisure trip~Family with young children~Standard Double Room~Stayed 1 night~Submitted via mobile']
Very good,Jam Hotel,8.0,United Kingdom,8.3,There are no comments available for this review,['Leisure trip~Solo traveller~Standard Double Room~Stayed 1 night~Submitted via mobile']
Good,Dansaert Hotel,8.0,United Kingdom,7.9,"Our pilows were too large/full for us, but i suppose it is a very individual preference.,

Location is very central. Room nice and well equipped,  clean.",['Leisure trip~Couple~Deluxe Room~Stayed 1 night~Submitted via mobile']
Very enjoyable.,Marivaux Hotel,8.5,United Kingdom,8.8,"My room hadn't been made over on the penultimate day.  Cleaning staff had changed my notice on the outside door from ""Please clean my room"" to ""Please do not disturb."",

Proximity to main sights. Courteous staff. Reasonable rates.",['Leisure trip~Solo traveller~Standard Single Room~Stayed 4 nights']
Very good,Tannine et Cuisine,8.7,United Kingdom,8.3,There are no comments available for this review,['Leisure trip~Family with young children~Three-Bedroom House~Stayed 2 nights']
Very good,European institutions apartments,7.8,United Kingdom,8.0,There are no comments available for this review,['Business trip~Solo traveller~One-Bedroom Apartment~Stayed 3 nights']
Exceptional,Hotel Boterhuis,8.8,United Kingdom,9.6,"Odd failings, kettle could only sit on floor next to bed because of length of cable, large towels only arrived in the afternoon for some strange and unannounced reason, small details and not anything to stop me recommending
,

Location and understated b&b type atmosphere, excellent breakfast, polite staff",['Leisure trip~Family with young children~Double Room~Stayed 3 nights~Submitted via mobile']
Very good,B&B Pittoresque,8.4,Belgium,8.3,"Very friendly welcome, excellent breakfast!",['Leisure trip~Group~Standard Double Room~Stayed 2 nights']
Very poor,The Helmet Hotel,5.9,United Kingdom,1.0,There are no comments available for this review,['Leisure trip~Family with young children~Standard Triple Room~Stayed 3 nights~Submitted via mobile']
Exceptional,Hotel Ambrosia,9.1,United Kingdom,10.0,Friendly host. Great breakfast. Perfect location.,['Leisure trip~People with friends~Twin Room~Stayed 3 nights~Submitted via mobile']
Good experience,Hotel Albergo,6.0,Nigeria,6.0,"Refuse in the courtyard,

Location",['Leisure trip~Solo traveller~Single Room~Stayed 3 nights']
Fabulous,Axis Hotel,8.2,Netherlands,8.8,"You have to pay for coffee and tea on your room.Maybe an idea to make serve without costs.,

Hotel is a recommendation for short stays, close to Brussels.And away from busy environment.Very nice staff, breakfast and dinner.",['Business trip~Solo traveller~Standard Double Room~Stayed 1 night']
"probably better in the summer months, did not see many tourists around",Hotel Bon Accueil,9.0,United Kingdom,9.6,"more restaurants open for buisiness everywhere seemed to be shut on an evening,

location was good but too quiet, very clean and pretty area , lovely houses and a tram station if required",['Leisure trip~Couple~Standard Double Room~Stayed 2 nights']
Very good,Thon Hotel Brussels City Centre,8.3,Australia,8.3,"Aircon in our room could be looked at. Wasn't very strong. ,

Perfect location !",['Leisure trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile']
Basic,Kokodor,8.6,United Kingdom,9.2,"Toilet a bit small,

Very nice",['Leisure trip~Group~Double Room with Private Bathroom~Stayed 8 nights~Submitted via mobile']
I would recommend to someone looking for a relaxing weekend.,Center Parcs Vossemeren,7.7,Bulgaria,8.3,"There was no air-conditioning, and it was very warm when we visited. Could have been cleaner overall in the cottage. Perhaps nets on the windows would be beneficial to keep insects away.,

The location is wonderful, and the whole park is very pleasant. Overall, it was good value for money.",['Leisure trip~Group~Premium Cottage (6 adults)~Stayed 4 nights']
Exceptional,Charmehotel Klokkenhof,8.3,Belgium,10.0,"Did not like the unnatural dogs all around.,

Very friendly staff, comfortable rooms and nice interieur.",['Leisure trip~Couple~Standard Twin Room~Stayed 1 night~Submitted via mobile']
Superb,Hotel Quartier Latin,8.5,Belgium,9.0,There are no comments available for this review,['Leisure trip~Couple~Deluxe Double Room~Stayed 2 nights~Submitted via mobile']
"Promising, good food, but ultimately disappointing and a bit dilapidated. Needs some TLC.",Le Jardin du bord de Meuse,7.7,United Kingdom,6.7,"Bed frame was old, carpet was dirty, radiator held up with pieces of wood, bathroom stank of bleach but also managed to feel dirty at the same time. Window was broken (not the glass - it wouldn't open properly). Overall I was happy with my stay because the staff were so lovely and helpful - plus the food was delicious!,

Chinese restaurant had excellent food with a good menu selection. Staff spoke Chinese, French and English, were friendly, helpful and accommodating.",['Business trip~Solo traveller~Double Room~Stayed 1 night']
Wonderful Experience,Hotel Monasterium PoortAckere,8.3,Norway,9.6,"The bathroom could have been cleaner, but it wasnt appalling.  Suite TV's have Volume Control/Lock.  I dont intend to blast it, but i am a bit hard of hearing.  So, it would have been nice to go above 12, ha!,

We had a very stay in this gorgeous facility.  A short 5/10 min walk to historic center.  Far enough to have some quiet.The staff is incredibly nice and helpful.  Ghent is beautiful and I intend to make this my spot when visiting.",['Leisure trip~Couple~Standard Room~Stayed 2 nights']
Good value near a very interesting town - La Roche,Logis Hostellerie De La Claire Fontaine,7.7,United Kingdom,9.2,"Very slow restaurant, but the dinner was excellent,

Nice room in separate building from main hotel, but very close and safe parking for motorcycle out of view from the road",['Leisure trip~Solo traveller~Classic Double Room~Stayed 1 night~Submitted via mobile']
"In the heart of central Brussels, a spacious convenient apartment, but also a bit loud",Smartflats Design - Monnaie,7.8,Belgium,7.9,"Quite a lot of noise from the busy street and upstairs neighbour moving around. The sofa bed wasn't comfortable to sit on, there could be more and more comfortable seating. Some fixtures and lamps in the bathroom were broken, little storage in the bedroom and bathroom. Stingy with the paper-thin pillows and duvet, would be good to have an extra one.,

Hassle-free self check-in with a code, no need to make arrangements and time your arrival or stress when delayed. Downtown location, very central to shops, bars and restaurants. Very spacious and clean. Very good heating and great water pressure which helps to shower the cold away.",['Leisure trip~Solo traveller~One-Bedroom Apartment~Stayed 6 nights']
Exceptional,Hotel Monsieur Ernest,8.6,United Kingdom,9.6,There are no comments available for this review,['Leisure trip~Couple~Standard Double Room~Stayed 2 nights~Submitted via mobile']
Superb,Avenue Beach Hotel,8.1,Netherlands,9.2,"Nothing,

Clean, nice staff, great location",['Leisure trip~Couple~Comfort Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,Hotel De Castillion - Small elegant family hotel,9.5,United Kingdom,10.0,There are no comments available for this review,['Leisure trip~Family with young children~Duplex Quadruple Family Room~Stayed 3 nights~Submitted via mobile']
Good,ibis Gent Centrum St. Baafs Kathedraal,8.2,Romania,7.1,There are no comments available for this review,['Leisure trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile']
Pleasant,Flandria Hotel,7.6,Netherlands,6.0,There are no comments available for this review,['Leisure trip~Family with young children~Double Room with Bathroom~Stayed 2 nights~Submitted via mobile']
Exceptional,Jam Hotel,8.0,United States,10.0,"It was a little pricey for the room but overall an amazing experience! Breakfast is way to expensive for what was offered. ,

Beautiful rooms, really convenient location.",['Leisure trip~Family with young children~Quadruple Room~Stayed 2 nights~Submitted via mobile']
Superb,Chambre d'hôtes CAPRICE B&B WEPION,8.7,Netherlands,9.0,"It was not completely finished; when everything is done, it will be a great b&b/hotel.
The shower didn't always have warm water.,

Beautiful building. Well-decorated and furnished.",['Leisure trip~Couple~Double Room with Private Bathroom~Stayed 2 nights~Submitted via mobile']
Superb,Motel One Brussels,8.9,India,9.2,"No kettle or room facilities of that sort. They have a common iron room. Need to walk some 10 minutes from central station. With luggage it is bit difficult.,

Can have a short walk to tram station to reach nearby place.",['Business trip~Solo traveller~Standard Double Room~Stayed 3 nights~Submitted via mobile']
Good,Hotel Adoma,7.7,Hong Kong,7.5,There are no comments available for this review,['Leisure trip~Solo traveller~Single Room~Stayed 3 nights~Submitted via mobile']
Very good,Steigenberger Wiltcher's,8.7,Belgium,8.0,There are no comments available for this review,['Business trip~Solo traveller~Superior Room~Stayed 1 night']
Fabulous,ibis Gent Centrum St. Baafs Kathedraal,8.2,Estonia,8.8,There are no comments available for this review,['Business trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,Marivaux Hotel,8.5,United Kingdom,10.0,"Modern, great staff, Netflix in our suite",['Leisure trip~Couple~Junior Suite~Stayed 2 nights~Submitted via mobile']
